,police_dept,county,year,type,count
39497,Oak Creek PD,ROUTT,2005.0,Negligent Manslaughter,0.0
39498,Greenwood Village PD,ARAPAHOE,2004.0,Assaults,5.0
39499,Walsh PD,BACA,2014.0,Robbery,0.0
39500,Hayden PD,ROUTT,2016.0,Robbery,0.0
39501,Saguache County Sheriff,SAGUACHE,2010.0,Motor Vehicle Theft,1.0
39502,Kersey PD,WELD,2003.0,Arson,2.0
39503,Frederick PD,WELD,2012.0,Burglary,3.0
39504,Buena Vista PD,CHAFFEE,2004.0,Motor Vehicle Theft,1.0
39505,Boulder County Sheriff,BOULDER,2002.0,Burglary,6.0
39506,Estes Park PD,LARIMER,2002.0,Burglary,9.0
39507,Lamar PD,PROWERS,2011.0,Assaults,2.0
39508,Milliken PD,WELD,2013.0,Negligent Manslaughter,0.0
39509,Elbert County Sheriff,ELBERT,2016.0,Negligent Manslaughter,0.0
39510,Minturn PD,EAGLE,2014.0,Motor Vehicle Theft,0.0
39511,Fort Collins PD,LARIMER,2013.0,Larceny/Theft,3136.0
39512,Bent County Sheriff,BENT,2008.0,Arson,1.0
39513,Mountain View PD,JEFFERSON,2004.0,Negligent Manslaughter,0.0
39514,Wheat Ridge PD,JEFFERSON,2008.0,Motor Vehicle Theft,157.0
39515,La Plata County Sheriff,LA PLATA,2007.0,Negligent Manslaughter,1.0
39516,Greenwood Village PD,ARAPAHOE,2004.0,Robbery,3.0
39517,Moffat County Sheriff,MOFFAT,2004.0,Assaults,0.0
39518,Parker PD,DOUGLAS,2001.0,Robbery,0.0
39519,Parker PD,DOUGLAS,2014.0,Motor Vehicle Theft,3.0
39520,Loveland PD,LARIMER,2005.0,Motor Vehicle Theft,21.0
39521,Bow Mar PD,ARAPAHOE,2012.0,Larceny/Theft,7.0
39522,Rio Grande County Sheriff,RIO GRANDE,2009.0,Arson,0.0
39523,Arapahoe Community College PD,ARAPAHOE,2002.0,Burglary,0.0
39524,Kiowa PD,ELBERT,2008.0,Motor Vehicle Theft,0.0
39525,La Veta PD,HUERFANO,2004.0,Robbery,0.0
39526,Grand Junction PD,MESA,2004.0,Motor Vehicle Theft,186.0
39527,Dacono PD,WELD,2003.0,Arson,0.0
39528,Dillon PD,SUMMIT,2010.0,Burglary,1.0
39529,Moffat County Sheriff,MOFFAT,2013.0,Larceny/Theft,6.0
39530,Littleton PD,ARAPAHOE,2002.0,Murder/Manslaughter,3.0
39531,Manitou Springs PD,EL PASO,2011.0,Assaults,5.0
39532,Cripple Creek PD,TELLER,2001.0,Burglary,2.0
39533,Haxtun PD,PHILLIPS,2005.0,Robbery,0.0
39534,Pueblo PD,PUEBLO,2016.0,Motor Vehicle Theft,111.0
39535,Paonia PD,DELTA,2010.0,Motor Vehicle Theft,0.0
39536,La Junta PD,OTERO,2016.0,Assaults,0.0
39537,Bow Mar PD,ARAPAHOE,2013.0,Murder/Manslaughter,0.0
39538,Avon PD,EAGLE,2014.0,Arson,3.0
39539,Cedaredge PD,DELTA,2003.0,Negligent Manslaughter,0.0
39540,Lafayette PD,BOULDER,2011.0,Burglary,26.0
39541,Paonia PD,DELTA,2012.0,Arson,0.0
39542,Garfield County Sheriff,GARFIELD,2007.0,Robbery,0.0
39543,Silt PD,GARFIELD,2003.0,Negligent Manslaughter,0.0
39544,Hinsdale County Sheriff,HINSDALE,2007.0,Robbery,0.0
39545,Sedgwick County Sheriff,SEDGWICK,2009.0,Murder/Manslaughter,0.0
39546,Lakewood PD,JEFFERSON,2008.0,Motor Vehicle Theft,63.0
39547,Craig PD,MOFFAT,2009.0,Burglary,37.0
39548,Wray PD,YUMA,2014.0,Negligent Manslaughter,0.0
39549,Summit County Sheriff,SUMMIT,2011.0,Negligent Manslaughter,0.0
39550,Alamosa PD,ALAMOSA,2006.0,Burglary,38.0
39551,Milliken PD,WELD,2008.0,Assaults,5.0
39552,Cortez PD,MONTEZUMA,2002.0,Murder/Manslaughter,0.0
39553,Columbine Valley PD,ARAPAHOE,2014.0,Motor Vehicle Theft,0.0
39554,Colorado State Univ. - Fort Collins PD,LARIMER,2002.0,Burglary,14.0
39555,Arapahoe County Sheriff,ARAPAHOE,2013.0,Rape,28.0
39556,Las Animas County Sheriff,LAS ANIMAS,2010.0,Arson,0.0
39557,Haxtun PD,PHILLIPS,2006.0,Motor Vehicle Theft,0.0
39558,Cortez PD,MONTEZUMA,2013.0,Negligent Manslaughter,0.0
39559,Aims Community College PD,WELD,2016.0,Robbery,0.0
39560,Brush PD,MORGAN,2006.0,Robbery,1.0
39561,Olathe PD,MONTROSE,2011.0,Burglary,2.0
39562,Moffat County Sheriff,MOFFAT,2004.0,Robbery,0.0
39563,Basalt PD,EAGLE,2002.0,Robbery,0.0
39564,Jefferson County Sheriff,JEFFERSON,2013.0,Burglary,205.0
39565,Pueblo PD,PUEBLO,2010.0,Robbery,24.0
39566,Las Animas PD,BENT,2011.0,Robbery,0.0
39567,Broomfield PD,BROOMFIELD,2001.0,Robbery,5.0
39568,Fort Morgan PD,MORGAN,2007.0,Robbery,1.0
39569,Hayden PD,ROUTT,2016.0,Rape,0.0
39570,Delta County Sheriff,DELTA,2001.0,Murder/Manslaughter,0.0
39571,Pagosa Springs PD,ARCHULETA,2012.0,Burglary,9.0
39572,Delta County Sheriff,DELTA,2014.0,Motor Vehicle Theft,5.0
39573,Brush PD,MORGAN,2011.0,Robbery,0.0
39574,Wray PD,YUMA,2016.0,Rape,0.0
39575,Univ. Colorado - Denver PD,ADAMS,2012.0,Motor Vehicle Theft,7.0
39576,Manitou Springs PD,EL PASO,2003.0,Assaults,12.0
39577,Fort Morgan PD,MORGAN,2006.0,Larceny/Theft,311.0
39578,Larimer County Sheriff,LARIMER,2009.0,Robbery,2.0
39579,Fort Lupton PD,WELD,2007.0,Motor Vehicle Theft,1.0
39580,Northglenn PD,ADAMS,2011.0,Assaults,26.0
39581,Lone Tree PD,DOUGLAS,2012.0,Motor Vehicle Theft,10.0
39582,Chaffee County Sheriff,CHAFFEE,2005.0,Robbery,0.0
39583,Gunnison County Sheriff,GUNNISON,2003.0,Burglary,6.0
39584,Basalt PD,EAGLE,2012.0,Larceny/Theft,33.0
39585,Lone Tree PD,DOUGLAS,2010.0,Motor Vehicle Theft,6.0
39586,Fraser/Winter Park PD,GRAND,2007.0,Burglary,6.0
39587,Pagosa Springs PD,ARCHULETA,2008.0,Robbery,0.0
39588,Vail PD,EAGLE,2016.0,Robbery,0.0
39589,Craig PD,MOFFAT,2006.0,Assaults,3.0
39591,Costilla County Sheriff,COSTILLA,2005.0,Robbery,0.0
39592,Aspen PD,PITKIN,2001.0,Assaults,0.0
39593,Victor PD,TELLER,2011.0,Motor Vehicle Theft,0.0
39595,Gypsum PD,EAGLE,2014.0,Motor Vehicle Theft,0.0
39596,Jefferson County Sheriff,JEFFERSON,2006.0,Arson,30.0
39597,Pueblo County Sheriff,PUEBLO,2006.0,Burglary,78.0
39598,Phillips County Sheriff,PHILLIPS,2006.0,Larceny/Theft,3.0
39599,Grand County Sheriff,GRAND,2003.0,Assaults,0.0
39600,Timnath PD,LARIMER,2013.0,Motor Vehicle Theft,0.0
39601,Gunnison PD,GUNNISON,2003.0,Negligent Manslaughter,0.0
39602,Dillon PD,SUMMIT,2010.0,Murder/Manslaughter,0.0
39603,Fort Morgan PD,MORGAN,2004.0,Arson,3.0
39604,Green Mountain Falls PD,EL PASO,2006.0,Arson,0.0
39605,Palisade PD,MESA,2011.0,Motor Vehicle Theft,0.0
39606,Blue River PD,SUMMIT,2016.0,Motor Vehicle Theft,0.0
39607,De Beque PD,MESA,2011.0,Arson,0.0
39608,Arapahoe County Sheriff,ARAPAHOE,2013.0,Assaults,31.0
39609,Thornton PD,ADAMS,2005.0,Larceny/Theft,3402.0
39610,Durango PD,LA PLATA,2008.0,Burglary,49.0
39611,Elbert County Sheriff,ELBERT,2001.0,Burglary,1.0
39612,Red Rocks Community College PD,JEFFERSON,2001.0,Murder/Manslaughter,0.0
39613,Adams County Sheriff,ADAMS,2006.0,Robbery,39.0
39614,Walsenburg PD,HUERFANO,2010.0,Motor Vehicle Theft,3.0
39615,Southwest Task Force,LA PLATA,2012.0,Robbery,0.0
39616,Fraser/Winter Park PD,GRAND,2016.0,Burglary,1.0
39617,Milliken PD,WELD,2006.0,Robbery,0.0
39618,Fountain PD,EL PASO,2009.0,Assaults,1.0
39619,Teller County Sheriff,TELLER,2009.0,Negligent Manslaughter,0.0
39620,Englewood PD,ARAPAHOE,2013.0,Motor Vehicle Theft,9.0
39621,Archuleta County Sheriff,ARCHULETA,2009.0,Assaults,0.0
39622,Canon City PD,FREMONT,2012.0,Murder/Manslaughter,0.0
39623,Bent County Sheriff,BENT,2011.0,Robbery,0.0
39624,Boulder PD,BOULDER,2004.0,Robbery,4.0
39625,La Veta PD,HUERFANO,2007.0,Motor Vehicle Theft,0.0
39626,Montrose County Sheriff,MONTROSE,2010.0,Motor Vehicle Theft,8.0
39627,Prowers County Sheriff,PROWERS,2004.0,Arson,0.0
39628,Canon City PD,FREMONT,2002.0,Motor Vehicle Theft,0.0
39629,Morgan County Sheriff,MORGAN,2003.0,Motor Vehicle Theft,1.0
39630,Loveland PD,LARIMER,2001.0,Robbery,0.0
39631,Loveland PD,LARIMER,2006.0,Burglary,113.0
39632,Alamosa PD,ALAMOSA,2003.0,Assaults,13.0
39633,Johnstown PD,WELD,2016.0,Assaults,0.0
39634,Blue River PD,SUMMIT,2010.0,Assaults,0.0
39635,Greeley PD,WELD,2008.0,Arson,29.0
39636,Haxtun PD,PHILLIPS,2016.0,Motor Vehicle Theft,0.0
39637,Arapahoe County Sheriff,ARAPAHOE,2006.0,Motor Vehicle Theft,2.0
39638,Campo PD,BACA,2009.0,Motor Vehicle Theft,0.0
39639,De Beque PD,MESA,2001.0,Motor Vehicle Theft,0.0
39640,Glenwood Springs PD,GARFIELD,2003.0,Motor Vehicle Theft,0.0
39641,Del Norte PD,RIO GRANDE,2016.0,Rape,0.0
39642,Hinsdale County Sheriff,HINSDALE,2016.0,Motor Vehicle Theft,0.0
39643,Del Norte PD,RIO GRANDE,2006.0,Assaults,0.0
39644,Prowers County Sheriff,PROWERS,2005.0,Arson,0.0
39645,Adams State College PD,ALAMOSA,2009.0,Robbery,0.0
39646,Prowers County Sheriff,PROWERS,2008.0,Burglary,1.0
39647,Holyoke PD,PHILLIPS,2004.0,Larceny/Theft,12.0
39648,Avon PD,EAGLE,2006.0,Motor Vehicle Theft,0.0
39649,Center PD,SAGUACHE,2001.0,Larceny/Theft,18.0
39650,Mountain View PD,JEFFERSON,2007.0,Robbery,0.0
39651,Olathe PD,MONTROSE,2006.0,Arson,0.0
39652,Grand Junction PD,MESA,2011.0,Robbery,4.0
39653,Walsenburg PD,HUERFANO,2002.0,Assaults,9.0
39654,Brush PD,MORGAN,2003.0,Assaults,1.0
39655,Weld County Sheriff,WELD,2003.0,Burglary,0.0
39656,Olathe PD,MONTROSE,2013.0,Motor Vehicle Theft,0.0
39657,Monte Vista PD,RIO GRANDE,2003.0,Negligent Manslaughter,0.0
39658,Burlington PD,KIT CARSON,2007.0,Robbery,0.0
39659,El Paso County Sheriff,EL PASO,2013.0,Murder/Manslaughter,12.0
39660,Greenwood Village PD,ARAPAHOE,2005.0,Motor Vehicle Theft,0.0
39661,Saguache County Sheriff,SAGUACHE,2004.0,Larceny/Theft,19.0
39662,Costilla County Sheriff,COSTILLA,2012.0,Assaults,3.0
39663,Logan County Sheriff,LOGAN,2005.0,Assaults,2.0
39664,Vail PD,EAGLE,2012.0,Robbery,0.0
39665,Olathe PD,MONTROSE,2011.0,Robbery,0.0
39666,Frederick PD,WELD,2007.0,Robbery,1.0
39667,Centennial PD,ARAPAHOE,2010.0,Burglary,111.0
39668,Bayfield PD,LA PLATA,2002.0,Assaults,4.0
39669,Monte Vista PD,RIO GRANDE,2016.0,Robbery,0.0
39670,Lakeside PD,JEFFERSON,2013.0,Assaults,2.0
39671,Limon PD,LINCOLN,2016.0,Burglary,0.0
39672,Garfield County Sheriff,GARFIELD,2003.0,Robbery,0.0
39673,Grand Junction PD,MESA,2010.0,Arson,11.0
39674,Palmer Lake PD,EL PASO,2006.0,Motor Vehicle Theft,0.0
39675,Baca County Sheriff,BACA,2002.0,Robbery,0.0
39676,Milliken PD,WELD,2001.0,Assaults,0.0
39677,Woodland Park PD,TELLER,2002.0,Burglary,18.0
39678,Hotchkiss PD,DELTA,2008.0,Robbery,0.0
39679,Kiowa County Sheriff,KIOWA,2013.0,Assaults,0.0
39680,Fairplay PD,PARK,2014.0,Murder/Manslaughter,0.0
39681,Erie PD,WELD,2009.0,Burglary,13.0
39682,Pitkin County Sheriff,PITKIN,2002.0,Burglary,16.0
39683,Avon PD,EAGLE,2001.0,Robbery,0.0
39684,Federal Heights PD,ADAMS,2002.0,Robbery,9.0
39685,Colorado Springs PD,EL PASO,2002.0,Robbery,39.0
39686,Logan County Sheriff,LOGAN,2009.0,Robbery,0.0
39687,Delta County Sheriff,DELTA,2007.0,Murder/Manslaughter,0.0
39688,Burlington PD,KIT CARSON,2006.0,Motor Vehicle Theft,0.0
39689,Summit County Sheriff,SUMMIT,2012.0,Burglary,7.0
39691,Evans PD,WELD,2011.0,Burglary,51.0
39692,Platteville PD,WELD,2009.0,Robbery,0.0
39693,Arapahoe Community College PD,ARAPAHOE,2004.0,Robbery,0.0
39694,Berthoud PD,LARIMER,2013.0,Motor Vehicle Theft,0.0
39695,Gilpin County Sheriff,GILPIN,2002.0,Motor Vehicle Theft,0.0
39696,Steamboat Springs PD,ROUTT,2001.0,Motor Vehicle Theft,21.0
39697,Alamosa PD,ALAMOSA,2005.0,Motor Vehicle Theft,11.0
39698,Montrose County Sheriff,MONTROSE,2016.0,Arson,2.0
39700,Aurora PD,ARAPAHOE,2003.0,Larceny/Theft,10327.0
39701,Fort Morgan PD,MORGAN,2008.0,Murder/Manslaughter,0.0
39702,Boulder County Sheriff,BOULDER,2004.0,Burglary,53.0
39703,Summit County Sheriff,SUMMIT,2004.0,Robbery,0.0
39704,Mesa County Sheriff,MESA,2005.0,Motor Vehicle Theft,35.0
39705,Windsor PD,WELD,2012.0,Motor Vehicle Theft,0.0
39706,Wheat Ridge PD,JEFFERSON,2016.0,Burglary,60.0
39708,Littleton PD,ARAPAHOE,2010.0,Arson,3.0
39709,Cortez PD,MONTEZUMA,2003.0,Assaults,2.0
39710,Delta-Montrose Task Force,MONTROSE,2011.0,Burglary,0.0
39711,Johnstown PD,WELD,2007.0,Larceny/Theft,92.0
39712,Paonia PD,DELTA,2010.0,Motor Vehicle Theft,0.0
39713,Craig PD,MOFFAT,2003.0,Motor Vehicle Theft,0.0
39715,Salida PD,CHAFFEE,2008.0,Assaults,1.0
39716,Canon City PD,FREMONT,2003.0,Motor Vehicle Theft,9.0
39717,Pikes Peak Community College PD,EL PASO,2013.0,Robbery,0.0
39718,Monte Vista PD,RIO GRANDE,2014.0,Burglary,39.0
39719,Salida PD,CHAFFEE,2007.0,Motor Vehicle Theft,0.0
39720,Silverthorne PD,SUMMIT,2012.0,Negligent Manslaughter,0.0
39721,Yuma PD,YUMA,2007.0,Arson,0.0
39722,Weld County Sheriff,WELD,2009.0,Burglary,133.0
39723,Pueblo PD,PUEBLO,2001.0,Larceny/Theft,2.0
39724,Pueblo PD,PUEBLO,2001.0,Larceny/Theft,2.0
39725,Ignacio PD,LA PLATA,2014.0,Burglary,0.0
39726,Rio Grande County Sheriff,RIO GRANDE,2004.0,Assaults,10.0
39727,Lake County Sheriff,LAKE,2009.0,Assaults,0.0
39728,Del Norte PD,RIO GRANDE,2010.0,Arson,0.0
39729,Phillips County Sheriff,PHILLIPS,2009.0,Robbery,0.0
39730,Carbondale PD,GARFIELD,2004.0,Robbery,0.0
39731,Univ. Colorado - Boulder PD,BOULDER,2012.0,Motor Vehicle Theft,0.0
39732,Firestone PD,WELD,2008.0,Robbery,0.0
39733,Kersey PD,WELD,2004.0,Burglary,0.0
39734,Eagle PD,EAGLE,2014.0,Assaults,0.0
39735,Glenwood Springs PD,GARFIELD,2002.0,Assaults,8.0
39736,Steamboat Springs PD,ROUTT,2004.0,Robbery,0.0
39737,Custer County Sheriff,CUSTER,2007.0,Burglary,5.0
39738,Cortez PD,MONTEZUMA,2016.0,Robbery,0.0
39739,Parker PD,DOUGLAS,2002.0,Assaults,2.0
39740,Haxtun PD,PHILLIPS,2008.0,Motor Vehicle Theft,0.0
39741,Dolores County Sheriff,DOLORES,2013.0,Arson,0.0
39742,Log Lane Village PD,MORGAN,2014.0,Robbery,0.0
39743,Moffat County Sheriff,MOFFAT,2002.0,Burglary,0.0
39744,Northglenn PD,ADAMS,2013.0,Robbery,7.0
39745,Victor PD,TELLER,2010.0,Negligent Manslaughter,0.0
39746,Woodland Park PD,TELLER,2016.0,Robbery,0.0
39747,Fort Lewis College PD,LA PLATA,2016.0,Larceny/Theft,30.0
39748,Aurora PD,ARAPAHOE,2004.0,Negligent Manslaughter,2.0
39749,Palmer Lake PD,EL PASO,2012.0,Motor Vehicle Theft,0.0
39750,Dolores County Sheriff,DOLORES,2006.0,Burglary,3.0
39751,Paonia PD,DELTA,2009.0,Motor Vehicle Theft,0.0
39752,Sedgwick County Sheriff,SEDGWICK,2006.0,Burglary,5.0
39753,Florence PD,FREMONT,2013.0,Robbery,1.0
39754,La Plata County Sheriff,LA PLATA,2016.0,Robbery,0.0
39755,Eagle County Sheriff,EAGLE,2005.0,Motor Vehicle Theft,0.0
39756,Erie PD,WELD,2004.0,Larceny/Theft,93.0
39757,Rio Blanco County Sheriff,RIO BLANCO,2002.0,Motor Vehicle Theft,0.0
39758,Wray PD,YUMA,2013.0,Rape,0.0
39759,Castle Rock PD,DOUGLAS,2003.0,Assaults,5.0
39760,Snowmass Village PD,PITKIN,2016.0,Motor Vehicle Theft,0.0
39761,Boulder PD,BOULDER,2004.0,Robbery,15.0
39762,Gunnison PD,GUNNISON,2013.0,Murder/Manslaughter,1.0
39764,Steamboat Springs PD,ROUTT,2013.0,Rape,6.0
39765,Canon City PD,FREMONT,2004.0,Motor Vehicle Theft,10.0
39766,El Paso County Sheriff,EL PASO,2014.0,Burglary,426.0
39767,Aspen PD,PITKIN,2008.0,Robbery,0.0
39769,Wheat Ridge PD,JEFFERSON,2014.0,Motor Vehicle Theft,101.0
39770,Ignacio PD,LA PLATA,2016.0,Robbery,0.0
39771,Routt County Sheriff,ROUTT,2007.0,Assaults,0.0
39772,Lincoln County Sheriff,LINCOLN,2011.0,Motor Vehicle Theft,0.0
39773,Limon PD,LINCOLN,2016.0,Robbery,0.0
39774,Costilla County Sheriff,COSTILLA,2005.0,Robbery,0.0
39775,Lamar PD,PROWERS,2004.0,Negligent Manslaughter,0.0
39776,Burlington PD,KIT CARSON,2007.0,Arson,0.0
39777,Baca County Sheriff,BACA,2011.0,Murder/Manslaughter,0.0
39778,Jackson County Sheriff,JACKSON,2013.0,Burglary,2.0
39779,De Beque PD,MESA,2003.0,Motor Vehicle Theft,0.0
39780,Steamboat Springs PD,ROUTT,2012.0,Arson,2.0
39781,Berthoud PD,LARIMER,2007.0,Assaults,3.0
39782,Arapahoe County Sheriff,ARAPAHOE,2009.0,Larceny/Theft,862.0
39783,Lakewood PD,JEFFERSON,2004.0,Robbery,66.0
39784,Pueblo PD,PUEBLO,2005.0,Robbery,35.0
39785,Loveland PD,LARIMER,2011.0,Arson,13.0
39786,Grand County Sheriff,GRAND,2016.0,Murder/Manslaughter,0.0
39787,Summit County Sheriff,SUMMIT,2002.0,Negligent Manslaughter,0.0
39788,Florence PD,FREMONT,2014.0,Rape,0.0
39789,Columbine Valley PD,ARAPAHOE,2009.0,Motor Vehicle Theft,0.0
39790,Elizabeth PD,ELBERT,2007.0,Robbery,0.0
39791,Teller County Sheriff,TELLER,2016.0,Motor Vehicle Theft,7.0
39792,Las Animas County Sheriff,LAS ANIMAS,2016.0,Rape,0.0
39793,Carbondale PD,GARFIELD,2016.0,Burglary,1.0
39794,De Beque PD,MESA,2014.0,Robbery,0.0
39795,Cedaredge PD,DELTA,2011.0,Robbery,0.0
39796,Morgan County Sheriff,MORGAN,2006.0,Motor Vehicle Theft,8.0
39797,Springfield PD,BACA,2005.0,Burglary,1.0
39798,Weld County Sheriff,WELD,2009.0,Motor Vehicle Theft,45.0
39799,Durango PD,LA PLATA,2003.0,Larceny/Theft,775.0
39800,Cherry Hills Village PD,ARAPAHOE,2001.0,Motor Vehicle Theft,2.0
39801,Weld County Sheriff,WELD,2008.0,Assaults,21.0
39802,Park County Sheriff,PARK,2012.0,Assaults,5.0
39803,Federal Heights PD,ADAMS,2009.0,Robbery,3.0
39804,Phillips County Sheriff,PHILLIPS,2016.0,Motor Vehicle Theft,0.0
39805,Wheat Ridge PD,JEFFERSON,2011.0,Assaults,23.0
39807,Cortez PD,MONTEZUMA,2001.0,Robbery,0.0
39808,Estes Park PD,LARIMER,2012.0,Arson,0.0
39809,Prowers County Sheriff,PROWERS,2001.0,Assaults,0.0
39810,Salida PD,CHAFFEE,2010.0,Robbery,0.0
39811,Parachute PD,GARFIELD,2014.0,Motor Vehicle Theft,0.0
39812,Eaton PD,WELD,2011.0,Burglary,2.0
39813,Evans PD,WELD,2009.0,Robbery,1.0
39814,Central City PD,GILPIN,2004.0,Robbery,0.0
39815,Ault PD,WELD,2007.0,Motor Vehicle Theft,0.0
39816,Hugo PD,LINCOLN,2011.0,Burglary,0.0
39817,Lafayette PD,BOULDER,2011.0,Arson,8.0
39818,Vail PD,EAGLE,2008.0,Assaults,1.0
39819,Steamboat Springs PD,ROUTT,2010.0,Murder/Manslaughter,0.0
39820,Craig PD,MOFFAT,2003.0,Larceny/Theft,340.0
39821,Limon PD,LINCOLN,2006.0,Burglary,0.0
39822,Phillips County Sheriff,PHILLIPS,2001.0,Robbery,0.0
39823,Pitkin County Sheriff,PITKIN,2004.0,Arson,3.0
39824,Hinsdale County Sheriff,HINSDALE,2005.0,Arson,1.0
39825,New Castle PD,GARFIELD,2012.0,Burglary,0.0
39826,Bow Mar PD,ARAPAHOE,2003.0,Robbery,0.0
39827,Dacono PD,WELD,2011.0,Motor Vehicle Theft,2.0
39828,Delta PD,DELTA,2014.0,Motor Vehicle Theft,2.0
39829,Loveland PD,LARIMER,2014.0,Assaults,16.0
39830,Gilpin County Sheriff,GILPIN,2010.0,Negligent Manslaughter,0.0
39831,Ignacio PD,LA PLATA,2007.0,Negligent Manslaughter,0.0
39832,Buena Vista PD,CHAFFEE,2013.0,Burglary,0.0
39833,Windsor PD,WELD,2013.0,Robbery,0.0
39834,Windsor PD,WELD,2002.0,Murder/Manslaughter,0.0
39835,Aurora PD,ARAPAHOE,2012.0,Motor Vehicle Theft,53.0
39836,Castle Rock PD,DOUGLAS,2011.0,Arson,3.0
39837,Rangely PD,RIO BLANCO,2005.0,Larceny/Theft,26.0
39838,Lamar PD,PROWERS,2012.0,Burglary,29.0
39839,Routt County Sheriff,ROUTT,2014.0,Negligent Manslaughter,0.0
39840,Palisade PD,MESA,2011.0,Motor Vehicle Theft,1.0
39841,Archuleta County Sheriff,ARCHULETA,2016.0,Burglary,0.0
39842,Steamboat Springs PD,ROUTT,2008.0,Negligent Manslaughter,0.0
39843,Glendale PD,ARAPAHOE,2006.0,Burglary,8.0
39844,La Salle PD,WELD,2001.0,Motor Vehicle Theft,3.0
39845,Morrison PD,JEFFERSON,2008.0,Robbery,0.0
39846,Park County Sheriff,PARK,2012.0,Arson,4.0
39847,La Junta PD,OTERO,2007.0,Burglary,28.0
39848,Cheyenne County Sheriff,CHEYENNE,2016.0,Assaults,0.0
39849,Victor PD,TELLER,2004.0,Robbery,0.0
39850,Meeker PD,RIO BLANCO,2007.0,Motor Vehicle Theft,0.0
39851,Red Rocks Community College PD,JEFFERSON,2012.0,Motor Vehicle Theft,0.0
39852,Kersey PD,WELD,2016.0,Burglary,4.0
39853,Berthoud PD,LARIMER,2002.0,Arson,0.0
39855,Bayfield PD,LA PLATA,2006.0,Robbery,0.0
39856,Rocky Ford PD,OTERO,2008.0,Negligent Manslaughter,0.0
39857,Costilla County Sheriff,COSTILLA,2014.0,Robbery,0.0
39858,Bent County Sheriff,BENT,2003.0,Negligent Manslaughter,0.0
39859,Salida PD,CHAFFEE,2006.0,Robbery,0.0
39860,Cheyenne County Sheriff,CHEYENNE,2011.0,Robbery,0.0
39861,Crested Butte PD,GUNNISON,2006.0,Burglary,3.0
39862,Rocky Ford PD,OTERO,2004.0,Robbery,0.0
39863,Yuma County Sheriff,YUMA,2003.0,Negligent Manslaughter,0.0
39864,Broomfield PD,BROOMFIELD,2013.0,Larceny/Theft,1054.0
39865,Kiowa PD,ELBERT,2012.0,Robbery,0.0
39866,Colorado State Univ. - Fort Collins PD,LARIMER,2001.0,Robbery,0.0
39867,Granby PD,GRAND,2013.0,Assaults,1.0
39868,Park County Sheriff,PARK,2011.0,Assaults,3.0
39869,Adams State College PD,ALAMOSA,2009.0,Robbery,0.0
39870,Minturn PD,EAGLE,2010.0,Motor Vehicle Theft,0.0
39871,Wray PD,YUMA,2005.0,Larceny/Theft,8.0
39872,Columbine Valley PD,ARAPAHOE,2005.0,Robbery,0.0
39873,Delta County Sheriff,DELTA,2016.0,Robbery,0.0
39874,Rio Grande County Sheriff,RIO GRANDE,2016.0,Arson,0.0
39875,Chaffee County Sheriff,CHAFFEE,2016.0,Motor Vehicle Theft,1.0
39876,Limon PD,LINCOLN,2004.0,Arson,0.0
39877,Dacono PD,WELD,2008.0,Burglary,5.0
39878,De Beque PD,MESA,2008.0,Robbery,0.0
39879,Fort Collins PD,LARIMER,2007.0,Burglary,260.0
39880,Oak Creek PD,ROUTT,2016.0,Negligent Manslaughter,0.0
39881,Platteville PD,WELD,2006.0,Motor Vehicle Theft,0.0
39883,Larimer County Sheriff,LARIMER,2016.0,Assaults,22.0
39884,Kit Carson County Sheriff,KIT CARSON,2008.0,Assaults,5.0
39885,Kiowa PD,ELBERT,2010.0,Robbery,0.0
39886,Black Hawk PD,GILPIN,2013.0,Motor Vehicle Theft,0.0
39887,Leadville PD,LAKE,2010.0,Larceny/Theft,25.0
39888,Ignacio PD,LA PLATA,2004.0,Assaults,0.0
39889,Mineral County Sheriff,MINERAL,2016.0,Rape,0.0
39891,Littleton PD,ARAPAHOE,2009.0,Motor Vehicle Theft,10.0
39892,Univ. Colorado - Denver PD,ADAMS,2014.0,Motor Vehicle Theft,0.0
39893,Fort Lewis College PD,LA PLATA,2016.0,Rape,0.0
39894,Palmer Lake PD,EL PASO,2011.0,Robbery,0.0
39895,Gilpin County Sheriff,GILPIN,2012.0,Negligent Manslaughter,0.0
39896,Sterling PD,LOGAN,2003.0,Robbery,1.0
39897,Buena Vista PD,CHAFFEE,2011.0,Motor Vehicle Theft,0.0
39898,Colorado Springs PD,EL PASO,2008.0,Burglary,1931.0
39899,Pagosa Springs PD,ARCHULETA,2008.0,Murder/Manslaughter,0.0
39900,Breckenridge PD,SUMMIT,2001.0,Negligent Manslaughter,0.0
39901,Broomfield PD,BROOMFIELD,2003.0,Murder/Manslaughter,0.0
39902,Montezuma County Sheriff,MONTEZUMA,2013.0,Robbery,0.0
39903,Phillips County Sheriff,PHILLIPS,2003.0,Motor Vehicle Theft,0.0
39904,Minturn PD,EAGLE,2013.0,Motor Vehicle Theft,0.0
39905,Weld County Sheriff,WELD,2010.0,Burglary,107.0
39906,Glenwood Springs PD,GARFIELD,2001.0,Burglary,24.0
39907,Hinsdale County Sheriff,HINSDALE,2013.0,Larceny/Theft,4.0
39908,Las Animas County Sheriff,LAS ANIMAS,2004.0,Assaults,0.0
39909,Adams County Sheriff,ADAMS,2013.0,Robbery,13.0
39910,Monument PD,EL PASO,2016.0,Rape,0.0
