,county,school_dist,school_dist_code,pupil_count,stable_student_count,stability_rate,mobile_student_count,student_mobility_rate,instances_of_mobility,mobility_incidence_rate
155,SEDGWICK,PLATTE VALLEY RE-3,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,SUMMIT,SUMMIT RE-1,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,TELLER,CRIPPLE CREEK-VICTOR RE-1,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,TELLER,WOODLAND PARK RE-2,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,WASHINGTON,AKRON R-1,3030.0,2.0,1.0,50.0,1.0,50.0,1.0,50.0
160,WASHINGTON,ARICKAREE R-2,3040.0,14.0,4.0,28.6,10.0,71.4,10.0,71.4
161,WASHINGTON,OTIS R-3,3050.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
162,WASHINGTON,LONE STAR 101,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,WASHINGTON,WOODLIN R-104,3070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,WELD,WELD COUNTY RE-1,3080.0,19.0,19.0,100.0,0.0,0.0,0.0,0.0
165,WELD,EATON RE-2,3085.0,24.0,17.0,70.8,7.0,29.2,9.0,37.5
166,WELD,KEENESBURG RE-3(J),3090.0,18.0,9.0,50.0,9.0,50.0,9.0,50.0
167,WELD,WINDSOR RE-4,3100.0,10.0,7.0,70.0,3.0,30.0,3.0,30.0
168,WELD,JOHNSTOWN-MILLIKEN RE-5J,3110.0,13.0,12.0,92.3,1.0,7.7,1.0,7.7
169,WELD,GREELEY 6,3120.0,496.0,302.0,60.9,183.0,36.9,221.0,44.6
170,WELD,PLATTE VALLEY RE-7,3130.0,11.0,5.0,45.5,6.0,54.5,6.0,54.5
171,WELD,WELD COUNTY S/D RE-8,3140.0,67.0,44.0,65.7,22.0,32.8,26.0,38.8
172,WELD,AULT-HIGHLAND RE-9,3145.0,17.0,7.0,41.2,10.0,58.8,10.0,58.8
173,WELD,BRIGGSDALE RE-10,3146.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
174,WELD,PRAIRIE RE-11,3147.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0
175,WELD,PAWNEE RE-12,3148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,YUMA,YUMA 1,3200.0,76.0,50.0,65.8,26.0,34.2,33.0,43.4
177,YUMA,WRAY RD-2,3210.0,11.0,7.0,63.6,4.0,36.4,4.0,36.4
178,YUMA,IDALIA RJ-3,3220.0,4.0,1.0,25.0,3.0,75.0,3.0,75.0
179,YUMA,LIBERTY J-4,3230.0,3.0,1.0,33.3,2.0,66.7,2.0,66.7
180,DENVER,CHARTER SCHOOL INSTITUTE,8001.0,5.0,4.0,80.0,1.0,20.0,1.0,20.0
181,COLORADO BOCS,MOUNTAIN BOCES,9030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,COLORADO BOCS,CENTENNIAL BOCES,9035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,COLORADO BOCS,SAN JUAN BOCES,9050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,COLORADO BOCS,EXPEDITIONARY BOCES,9130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
